"data_id","event_date","event_type","actor1","actor2","admin1","admin2","location","latitude","longitude","notes","fatalities"
8921236,2022-03-02,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Yakovlivka",49.8271,36.1387,"On 2 March 2022, Russian air forces bombed the village of Yakovlivka, Kharkiv. As a result, all residential buildings in the village were destroyed. Four civilians were killed, including two children, 11 were wounded.",4
8972955,2022-03-02,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Zhytomyr","Korostenskyi","Korosten",50.9594,28.6385,"On 2 March 2022, Russian forces fired at a Ukrainian checkpoint near Korosten, Zhytomyr. 4 people, including one Ukrainian soldier, died, while five were injured. A TV tower was damaged.",4
8972956,2022-03-02,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Kharkiv","Chuhuivskyi","Kluhyno-Bashkyrivka",49.8406,36.7111,"On 2 March 2022, Russian Su-25 fighter jets fired missiles at Kluhyno-Bashkyrivka, Kharkiv. Casualties unknown. Around 112 people received injuries and 21 died during the last 24 hours in the whole region. [10 fatalities coded, the other 11 fatalities split among 6 events]",2
8972957,2022-03-02,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Kharkiv","Chuhuivskyi","Chuhuiv",49.8359,36.688,"On 2 March 2022, Russian Su-25 fighter jets fired missiles at the military airport near Chuhuiv, Kharkiv. Around 112 people received injuries and 21 died during the last 24 hours in the whole region. [10 fatalities coded, the other 11 fatalities split among 6 events]",2
8972959,2022-03-02,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Lozivskyi","Lozova",48.8894,36.3176,"On 2 March 2022, Russian air force fired in Lozova, Kharkiv. Material damage to civilian property was reported. Casualties unknown. Around 112 people received injuries and 21 died during the last 24 hours in the whole region. [10 fatalities coded, the other 11 fatalities split among 6 events]",2
8982936,2022-03-02,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kherson","Khersonskyi","Kherson",46.6558,32.6178,"On 2 March 2022, Russian forces clashed with Ukrainian armed forces in Kherson. Russian forces established control over the city. 19 civilians were killed during the Russian advance into the city.",19
8897981,2022-03-01,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 1 March 2022, Russian Military fired Tochka-U missiles and artillery in the Kirov and Levoberezhny neighborhoods of Mariupol, damaging several apartment blocs and 16th school, and a municipal company. Ukrainian forces fought back. One person was killed, around 128 people were hospitalized. Electrical and thermal power infrastructure was damaged.",1
8897989,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kherson","Khersonskyi","Kherson",46.6558,32.6178,"On 1 March 2022, Russia Military forces fired missiles at two apartment blocs and shelled the SBU headquarters in Kherson, damaging several apartments and setting the SBU office on fire. Four people were injured. In addition, Russian Military forces fired IFVs at a firefighting vehicle near the Fabrika commercial center, forcing the firefighters to flee. A Russian column killed people preparing Molotov cocktails. Around 21 people, including members of the army and the territorial defence forces, were killed by Russian forces throughout the day.",21
8897995,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv City","Kyiv","Kyiv - Shevchenkivskyi",50.4646,30.4655,"On 1 March 2022, Russian military forces fired missiles at the TV tower in Kyiv - Shevchenkivskyi. Five people were killed, including a camera operator. Five people were injured.",5
8898001,2022-03-01,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zaporizhia","Berdianskyi","Prymorsk",46.7348,36.3443,"On 1 March 2022, Russian forces shot at and killed two people driving a car near Prymorsk, Zaporizhia. The civilians did not stop at a Russian checkpoint.",2
8898004,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Zhytomyr","Zhytomyrskyi","Zhytomyr",50.2649,28.6767,"On 1 March 2022, Russian air force fired Kalibr cruise missiles at the 95th Military base, but also at houses and at the Pavlusenka hospital in Zhytomyr. Four people, including a child, were killed, 16 people were injured. 10 houses and the hospitals' windows were damaged.",4
8898122,2022-03-01,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Air Force","Kyiv","Vyshhorodskyi","Vyshhorod",50.5848,30.4898,"On 1 March 2022, Ukrainian forces fired missiles at 20 Russian helicopters flying over the Kyiv accumulation lake near Vyshhorod, Kyiv. Two helicopters, including a Mi-24, were shot down. Unspecified fatalities assumed, coded as 3.",3
8898127,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kyiv","Obukhivskyi","Vasylkiv",50.1869,30.3135,"On 1 March 2022, Russian air force fired at a 5-storey dormitory in Vasylkiv, Kyiv. 2 people were killed, 3 wounded.",2
8898217,2022-03-01,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Kukhari",50.8182,29.5899,"On 1 March 2022, Russia Military forces shot at the car of a doctor carrying her relative to Kukhari, Kyiv. The doctor was killed.",1
8898221,2022-03-01,"Violence against civilians","Military Forces of Ukraine (2019-)","Civilians (Israel)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 1 March 2022, Ukrainian Military forces shot and killed an Israeli man at a checkpoint outside of Kyiv, mistaking the man for a Chechen fighter.",1
8898226,2022-03-01,"Explosions/Remote violence","Military Forces of Ukraine (2019-) Air Force","Military Forces of Russia (2000-)","Mykolaiv","Bashtanskyi","Yevhenivka",47.0863,32.902,"On 1 March 2022, Ukrainian helicopters attacked and destroyed Russian troops near Yevhenivka, Mykolaiv. Unspecified fatalities coded as 10.",10
8898287,2022-03-01,"Battles","Unidentified Armed Group (Ukraine)","Military Forces of Ukraine (2019-)","Khmelnytskyi","Shepetivskyi","Tsvitokha",50.2489,26.9438,"On 1 March 2022, unidentified individuals fired shots at a military patrol unit near Tsvitokha, Khmelnytskyi. One soldier died, another soldier was injured.",1
8898309,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Kramatorskyi","Kostiantynivka",48.5333,37.7166,"On 1 March 2022, Russian forces shelled several houses and a mosque in Kostiantynivka, Donetsk. One woman died, three people were injured.",1
8898334,2022-03-01,"Violence against civilians","Unidentified Armed Group (Ukraine)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Kreminna",49.0495,38.2179,"On 1 March 2022, unidentified individuals arbitrarily sentenced and killed the head of administrative unit from the Party of Regions by shooting him in the chest in Kreminna. The head of Kreminna was suspected of supporting the Russian positions in Ukraine.",1
8972971,2022-03-01,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv","Buchanskyi","Borodianka",50.6448,29.9201,"On 1 March 2022, Ukrainian forces clashed with Russian military column in Borodianka, Kyiv, destroying it and setting it on fire. The Russian side suffered losses. Unspecified fatalities coded as 10.",10
8972973,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Odesa","Izmailskyi","Loschynivka",45.4771,28.8214,"On 1 March 2022, in the morning, Russian Military forces fired at the radiolocation Military base in Loschynivka, Odesa. One person died and one was injured.",1
8982935,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 1 March 2022, in the morning, Russian air force and Russian military fired Grad missiles at the 3rd hospital, killing 8 people and wounding 6. Russian forces also fired at houses on Novobavarskyi boulevard, killing 5 people and wounding around 10, and at the Botanical Garden metro station in Kharkiv. Missile attack at the central square killed 10 people and wounded 35. In total, over 50 people were wounded and 29, including three children and one Indian student, were killed. 87 houses were ruined, including the consulate of Slovenia.",29
8983465,2022-03-01,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 1 March 2022, Russian forces hit with Iskander missiles and destroyed Ukrainian forces and fuel storage in the Chernihiv region. There were fatalities among the Ukrainian troops coded as 10.",10
8897958,2022-02-28,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 28 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Mariupol, Donetsk. One child was killed.",1
8897966,2022-02-28,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Buchanskyi","Makariv",50.4641,29.8113,"On 28 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Makariv, Kyiv. Military casualties unknown. Two civilian pensioners were killed in their car, presumed due to crossfire.",2
8897967,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Obukhivskyi","Vasylkiv",50.1869,30.3135,"On 28 February 2022, the Russian military forces launched a missile and shelled with heavy weapons the town of Vasylkiv, Kyiv, destroying a lyceum. As a result of the shelling, two people were killed, three wounded.",2
8897971,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 28 February 2022, the Russian military forces shelled with heavy weapons Severodonetsk, Luhansk. One civilian woman was killed, two other were wounded.",1
8897972,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 28 February 2022, the Russian military forces used a vacuum bomb targetting the Ukrainian army barracks in the town of Okhtyrka, Sumy. Around 70 soldiers died.",70
8897974,2022-02-28,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Zaporizhia","Berdianskyi","Berdiansk",46.7586,36.7845,"On 28 February 2022, Russian military forces seized control over Berdiansk, Zaporizhia. One civilian was killed (in addition to the civilian killed for their phone, coded separately) and another one wounded during clashes.",1
8897975,2022-02-28,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zaporizhia","Berdianskyi","Berdiansk",46.7586,36.7845,"On 28 February 2022, Russian soldier shot a local resident in Berdiansk, Zaporizhia, because the man did not give his phone so that he could phone home to Russia. The victim died.",1
8898088,2022-02-28,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 28 February 2022, Russian military forces opened fire on a civilian car near Okhtyrka, Sumy. Unspecified fatalities coded as 3.",3
8898300,2022-02-28,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zaporizhia","Zaporizkyi","Zaporizhia",47.8479,35.1602,"On 28 February 2022, Russian military forces opened fire on a car moving from Berdiansk to Kamyane in Zaporizhia region. As a result, 2 people were killed.",2
8898317,2022-02-28,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Chupakhivka",50.3766,34.5811,"On 28 February 2022, Russian military forces opened fire at a civilian car in Chupakhivka, Sumy. Unspecified fatalities coded as 3.",3
8898328,2022-02-28,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Romenskyi","Pohozha Krynytsya",50.7047,33.6746,"On 28 February 2022, Russian military forces drove a tank over a civilian car that was blocking the way for the column of Russian forces and killed the driver in Pohozha Krynytsya, Sumy.",1
8909086,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Pokrovskyi","Zoryane",48.0355,37.3966,"On 28 February 2022, the Russian military forces shelled with heavy weapons the village of Zoryane, Donetsk. One civilian was killed, a civilian house was damaged.",1
8914703,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Fastivskyi","Kalynivka",50.226,30.2283,"On 28 February 2022, Russian forces fired missiles at houses in Kalynivka, Kyiv. One woman died, a man went missing.",1
8921231,2022-02-28,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 28 February 2022, Russian forces clashed with Ukrainian forces in Kharkiv. A civilian woman died and two children were wounded in the crossfire. At least 4 Russian soldiers were killed.",5
8921677,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Bucha","Buzova",50.4165,30.0411,"On 28 February 2022, Russian forces fired tanks at houses in the area of Buzova village, Kyiv. A child was killed.",1
8921680,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Rohan",49.9031,36.4794,"On 28 February 2022, Russian forces fired artillery at Rohan, Kharkiv. One civilian was killed, another was wounded.",1
8921908,2022-02-28,"Battles","Military Forces of Ukraine (2019-) Territorial Defense Forces","Military Forces of Russia (2000-)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 28 February 2022, Ukrainian territorial defense forces killed five Russian soldiers in Sumy region.",5
8972978,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Chernihiv","Chernihivskyi","Kyinka",51.4535,31.1932,"On 28 February 2022, the Russian military forces shelled with cluster munitions, banned by the Geneva Convention, the village of Kyinka, Chernihiv, damaging several residential buildings. One Ukrainian soldier was killed.",1
8972980,2022-02-28,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Bucha","Bucha",50.5435,30.212,"On 28 February 2022, fighting occurred between Russian and Ukrainian military forces in Bucha, Kyiv oblast. Artillery or missile strikes destroyed a column of Russian armored fighting vehicles along Vokzalna Street, including BTR-82A, BMD-2, R-419MA1 and BTR-D. Significant damage to civilian infrastructure was reported along Vokzalna Street too. An unspecified number of Russian soldiers were killed (coded as 10).",10
8972982,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Sumskyi","Shtepivka",50.7961,34.3416,"On 28 February 2022, a civilian died in an explosion of explosive device planted by Russian military forces in Shtepivka, Sumy.",1
8982946,2022-02-28,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 28 February 2022, Russian forces fired multiple rocket launchers and artillery, potentially including thermobaric artillery, and bombed with airstrikes the city of Kharkiv. In Industrialyi district, five civilian cars were set on fire, killing one person and wounding another. Eight people were wounded in two residential buildings hit by shelling. Russian forces fired Grad missiles in the area of the junction of Buchmy and Hvardiitsiv Shyronintsiv streets in Moskovskyi district, killing tens of people [coded as additional 10 fatalities]. A shell hit a residential building on the Balakireva street, tearing off a civilian woman's leg, and a shop in Klochkivska street, tearing off another woman's legs. Shelling of the Pavlove Pole neighbourhood in Shevchenkivakyi district killed at least four civilians. A house and a residential building were destroyed in Batumska street.",15
8897927,2022-02-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 27 February 2022, the Russian military forces shelled with heavy weaponry the city of Chernihiv, damaging 6 residential buildings, including a children's dental clinic and kindergarten. Russian troops also launched a missile attack on the centre of the city. Two Ukrainian soldiers were killed.",2
8897929,2022-02-27,"Explosions/Remote violence","Police Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Chernihiv","Prylutskyi","Pryluky",50.5932,32.3876,"On 27 February 2022, Ukrainian military forces destroyed a tank battalion of the Russian army near Pryluky, Chernihiv, along with its personnel. Unspecified fatalities coded as 10.",10
8897932,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Kakhovskyi","Nova Kakhovka",46.7545,33.3486,"On 27 February 2022, Russian forces opened fire on a car with civilians, who were trying to evacuate from active hostilities in Nova Kakhovka, Kherson. As a result, all five family members were killed. Russian military forces also targeted another car with civilians in Nova Kakhovka, but they escaped without casualties.",5
8897933,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Khersonskyi","Inzhenerne",46.7047,32.6851,"On 27 February 2022, Russian military forces opened fire on an ambulance transporting wounded from Tyahynka to Kherson, near Inzhenerne, Kherson. The 64-year-old ambulance driver and the wounded soldier died, another wounded person received a gunshot wound.",2
8897934,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Khersonskyi","Kherson",46.6558,32.6178,"On 27 February 2022, Russian military forces shot dead a journalist in Kherson.",1
8897939,2022-02-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 27 February 2022, there was an armed clash between Russian and Ukrainian military forces in Irpin, Kyiv. At least three Russian soldiers were killed in Irpin's 'Giraffe' shopping mall.",3
8897942,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Vyshhorodskyi","Ivankiv",50.9387,29.8943,"On 27 February 2022, Russian soldiers opened fire on 2 civilians and their dogs as they were driving on a road near Ivankiv, Kyiv oblast. One of the civilians was killed in the attack.",1
8897943,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 27 February 2022, diversionary group of the Russian soldiers opened fire on a civilian car carrying a family with three children in Kyiv. The parents and one child were killed.",3
8897944,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 27 February 2022, Russian military forces shot at a civilian car and killed a priest of Ukrainian Orthodox Christian Church in Kyiv region.",1
8897947,2022-02-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 27 February 2022, Russian military forces shelled a pre-school with prohibited cluster munitions in Okhtyrka, Sumy. As a result of the shelling, one child was killed and two were wounded.",1
8897949,2022-02-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 27 February 2022, there was an armed clash between Russian and Ukrainian military forces in Veretenivka district in Sumy. Russian military forces also shelled the city with artillery. As a result, several residential buildings were damaged and one person was killed.",1
8897952,2022-02-27,"Battles","Military Forces of Russia (2000-)","Police Forces of Ukraine (2019-)","Zhytomyr","Korostenskyi","Narodychi",51.2029,29.0823,"On 27 February 2022, Russian military forces opened fire on police cars near Narodychi, Zhytomyr. Two policemen were killed and three were wounded.",2
8898104,2022-02-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 27 February 2022, there was an armed clash between Russian military forces and Ukrainian military forces in Severodonetsk, Luhansk. Ukrainian forces forced Russian forces to retreat from the city. The Russian military suffered significant losses. Unspecified fatalities coded as 10.",10
8898109,2022-02-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-) National Guard","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 27 February 2022, there was an armed clash between Russian military forces and Ukrainian Border Guard and National Guard in Sumy region. As a result, 3 Ukrainian soldiers were killed.",3
8898112,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 27 February 2022, Russian military forces opened fire on a car with civilians in Sumy. One woman was killed.",1
8898305,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Skadovskyi","Tavriyske",46.3732,32.5624,"On 27 February 2022, Russian forces opened fire on a car with civilians who were trying to evacuate from active hostilities in Tavriyske, Kherson. As a result, one civilian was killed.",1
8921230,2022-02-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 27 February 2022, there was an armed clash between Russian and Ukrainian military forces in Kharkiv. Ukrainian military forces destroyed two columns of Russian forces, killing Russian soldiers. Unspecified fatalities coded as 10.",10
8921662,2022-02-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Iziumskyi","Kunie",49.3918,37.2464,"On 27 February 2022, Russian forces fired artillery at Kunie, Kharkiv, causing a fire in a school building. Three civilians died, two were wounded.",3
8921665,2022-02-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 27 February 2022, Russian forces fired heavy weapons at Kharkiv. Residential buildings, a school and a cancer hospital were hit. Around four civilians were killed.",4
8972999,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Babyntsi",50.6422,30.0286,"On 27 February 2022, Russian military forces opened fire on a civilian car near the village of Babyntsi, Kyiv. As a result, one man was killed.",1
9059311,2022-02-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Chernihiv","Nizhynskyi","Staryi Bykiv",50.5906,31.6382,"On 27 February 2022, Russian forces rounded up six civilian men and summarily executed them in Staryi Bykiv, Chernihiv.",6
8897898,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Mariupolskyi","Sartana",47.1702,37.6952,"On 26 February 2022, at least one civilian was killed in a Russian military MLRS rocket attack that hit Sartana, Donetsk oblast.",1
8897899,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Sartana",47.1702,37.6952,"On 26 February 2022, Russian military forces shelled Sartana, Donetsk. Three people were wounded and three killed, including a child and two Greek citizens.",3
8897913,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv City","Kyiv","Kyiv - Shevchenkivskyi",50.4646,30.4655,"On 26 February 2022, there was an armed clash between the Russian and Ukrainian military forces in Kyiv - Shevchenkivskyi. During the clashes, Russian forces fired at a hospital, killing one child and wounding five people.",1
8897914,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv City","Kyiv","Kyiv - Solomyanskyi",50.4267,30.4538,"On 26 February 2022, there was an armed clash between the Russian and Ukrainian military forces in Kyiv - Solomyanskyi. The Russian forces also launched a missile into the airport 'Zhuliany', hitting the residential building. As a result, 6 people were killed and 35 were wounded. Russian military forces also attacked one of the military facilities of the National Guard, and blew up a bridge in Kyiv - Solomyanskyi district.",6
8897919,2022-02-26,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 26 February 2022, Ukrainian military forces destroyed a column of Russian military forces near Severodonetsk, Luhansk, and forced them to retreat many kilometres from the city. Unspecified fatalities coded as 10.",10
8897923,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 26 February 2022, there was an armed clash between the Russian military forces and Ukrainian military forces in the city of Okhtyrka, Sumy. The Russian military forces also shelled the city with artillery, hitting residential buildings. As a result of the shelling, around 300 civilians, including two Danish journalists, were wounded and one child was killed.",1
8897924,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 26 February 2022, Russian military forces launched a BM-21 Grad multiple rocket launchers at Sumy. During the day, there were armed clashes between Russian and Ukrainian military forces. As a result, one civilian was killed.",1
8898110,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Obukhivskyi","Vasylkiv",50.1869,30.3135,"On 26 February 2022, Russian military forces shot dead Ukrainian fighters at a checkpoint near Vasylkiv, Kyiv. They purposely dressed up in Ukrainian police uniforms and drove up in cars with blinkers. Unspecified fatalities coded as 3.",3
8898249,2022-02-26,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Iziumskyi","Volokhiv Yar",49.5965,36.9846,"On 26 February 2022, Russian military forces fired at a passenger bus, which was evacuating people from active hostilities on the Izium-Kharkov highway, near Volokhiv Yar, Kharkiv. Five civilians were killed, 14 were wounded.",5
8898289,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Volnovaskyi","Volnovakha",47.601,37.4967,"On 26 February 2022, the Russian military forces shelled with fired multiple launch rocket systems the village of Volnovakha, Donetsk. As a result of the shelling, 15 civilians were killed.",15
8914443,2022-02-26,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kherson","Khersonskyi","Oleshky",46.6184,32.7189,"On 26 February 2022, Ukrainian forces destroyed a column of Russian forces near Oleshky, Kherson. Dozens of Russian soldiers were killed [coded as 12]. At least one Ukrainian soldier died.",13
8921664,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Babai",49.8999,36.1917,"On 26 February 2022, Russian forces fired artillery at Babai, Kharkiv, destroying a private house and killing a civilian.",1
8921670,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Bezruky",50.176,36.1205,"On 26 February 2022, Russian forces shelled Bezruky, Kharkiv, killing a civilian.",1
8921682,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Kramatorskyi","Staryi Karavan",48.9218,37.7816,"On 26 February 2022, Russian forces shelled a passenger train near Staryi Karavan, Donetsk. One civilian was killed, another was wounded.",1
8973007,2022-02-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Borodianka",50.6448,29.9201,"On 26 February 2022, Russian military forces shelled Borodianka, Kyiv. One of the shells hit a residential house. As a result of the shelling, 6 civilians were killed.",6
8973008,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Bucha","Bucha",50.5435,30.212,"On 26 February 2022, fighting occurred between Russian and Ukrainian military forces in the areas around Bucha and Irpin, Kyiv oblast. At least one soldier was killed, and there was significant damage to military equipment and civilian infrastructure in the area.",1
8973010,2022-02-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Mykolaiv","Mykolaivskyi","Kobleve",46.665,31.208,"On 26 February 2022, there was an armed clash between the Russian military forces and the Ukrainian military forces near Kobleve, Mykolaiv. Twenty Russian soldiers were killed.",20
8973013,2022-02-26,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Navy","Mykolaiv","Mykolaivskyi","Kobleve",46.665,31.208,"On 26 February 2022, Russian marines attempted an amphibious landing on the coast of Kobleve, Mykolaiv, but were repelled by Ukrainian forces. Around 20 Russian soldiers were killed.",20
8867962,2022-02-25,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","","Kherson","Henicheskyi","Henichesk",46.1759,34.8034,"On 25 February 2022, the Ukrainian military forces blew up a bridge near Henichesk, Kherson, in order to prevent a column of Russian tanks from crossing. One Ukrainian soldier died in the explosion.",1
8867969,2022-02-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 25 February 2022, there was an armed clash between the Russian military forces and the Ukrainian military forces near Okhtyrka, Sumy. The Russian military forces also fired multiple rocket launchers at the city hitting a kindergarden and a residential complex. Four people died, including a child. 17 people were wounded.",4
